…之…	非常
蚕子	蚕子
蚕屎	屎
蚕帘儿	蚕蛹
蚕蛹	蚕蛹
产妇	产妇
摌	拍打
摌坐礅儿	杖责
摌白钩儿	白吃
摌牛牛儿	跳绳
摌板儿	抽杀
惨了	实实
阐板儿	说教
阐奸	搬弄是非
阐奸婆	长舌妇
扌孱	占便宜
扌孱头儿	吝啬鬼
灿	档子
三	数目字
三只手	小偷
三十	数目字
三	数目字
三十晚上	除夕
三四	纸牌
三挤一	打牌
三伏	三伏
三五	三五
三花脸(儿)	丑角
小丑	丑角
三角板(儿)	三角板
三个成群，五个打浪	三五成群
三合泥	小吃
三脚架	三脚架
三脚猫儿	三脚猫
三百一(十)	数目字
三百六(十)	数目字
三百八(十)	数目字
三百三(十)	数目字
三絶碑	景点
三桃	划拳
三番五次	三番五次
三番两次	三番五次
三三两两	三三两两
三点水	偏旁
三天不分大小	闹新房
三天两夜	约数
三天两头	三天两头
三千	数目字
三年五载	三年五载
三年两年	约数
三言两语	三言两语
三万五(千)	数目字
三万五千个	数量词
三轮儿	三轮儿
(三)丁拐	出租车
三心二意	三心二意
三长两短	死亡
三黄篾	竹篾
山	山
山地	山地
山楂	山楂
山坡(坡)	山坡
山脚(脚)	山坡
山药	山药
山(沟)沟	山沟	
山后头	山后
山前头	山前
山上	山里
山羊	山羊
山羊胡子	山羊胡子
扇盒盒(儿)	找对象
扇白钩儿	白吃
禅	偷懒
禅客	闲人
蝉子	知了
闪	中断
闪电	闪电
散眼子	闲人
散生	生日
疝气	疝气
扇	档子
扇子	扇子
扇子骨	肩胛骨
讪谈子	开玩笑
散气包儿	受气包
散普孝	丧事
骟鸡	阉割
骟猪	阉割
骟马	阉割
骟匠	兽医
鳝鱼	黄鳝
然瓦	优柔寡断
燃面	担担面
燃香	烧香
甘蔗	甘蔗
肝	肝脏
肝子	肝脏
肝炎	肝炎
肝经火旺	暴躁
干	干旱
干吱吱	干
干希儿	羸弱
干舒舒	干燥
干虾虾	瘦长
干了	干燥
干果	干果
干壳子	谎话
干杯	干杯
干倒板儿	打牌
干捞带黄	面条
干绍	干燥
干肇	捣蛋
干酒	白酒
干盘子	拼盘
干孱	白吃
(干)煸	爆炒
干面	挂面
干粪	肥料
干哽	哽咽
干净	干净
干豆(儿)	长条子
干疮子	疥疮
杆	档子
感谢	谢谢
感冒	感兴趣
赶	追赶
赶(比)	胜过
赶礼(信)	送礼
赶耍(耍)场	闲逛
赶脚猪	配种
赶月礼	送礼
赶嘴	蹭饭
赶𢭃凑	凑热闹
赶流流场	赶集
赶饭	蹭饭
赶口	舒畅
赶场	赶集
赶场天	节日
擀盘子	修面
擀面条	擀面
擀面棒	木棍
间	相隔
干	从事
干得	划算
干干	沉积物
干子	沉积物
坎	吝啬
砍	下棋
砍树(子)	伐树
砍竹子遇节疤儿	扎手
砍脑壳	理发
砍脑壳的	短命
砍䐬头	吃哑巴亏
砍草帘子	离婚
看	诊治
看日子	看日子
看西湖镜儿	看热闹
看西洋镜儿	看热闹
看稀奇	看热闹
看不起	看不起
看扁了	小瞧
看孬了	小瞧
看个人	看望
看白了	看透
看得起	看得起
看倒	看见
看倒看倒	注意
看笑神儿	幸灾乐祸
看头	看头
看酒	斟酒
看犯人	探监
探监	探监
看门头儿	门卫
看人	相亲
看病	看病
看相的	相面先生
看风水	勘测
安逸	舒服
安逸了	痛快
安胎	安胎
安媒	媒人
安心	存心
安床	摆放
氨水	氨水
淹水了	水淹
水淹了	水淹
淹田	灌溉
鹌鹑儿	鹌鹑
谙	估计
谙倒	留神
揞	躲藏
按	依照
按指拇(儿)印	盖印
按手印	盖印
按倒	按倒
按头子	糖葫芦
案桌	铺子
案板	案板
晏	迟
雁鹅	大雁
暗河	阴河
暗包	衣兜
焕	焖
憨	笨
憨(吃憨)胀	狼吞虎咽
死吃烂胀	狼吞虎咽
憨(不)痴痴	傻乎乎
憨眉憨眼	傻乎乎
憨巴儿	笨蛋
憨憨	笨蛋
含羞草	含羞草
寒食(节)	寒食节
寒露	节气
寒二哥	伤寒
寒假	寒假
寒毛	汗毛
寒(场)天	平日
咸	咸
咸鸡蛋	咸蛋
咸鲊鲊	咸津津
咸鸭蛋	咸蛋
咸花卷儿	花卷
咸菜	咸菜
咸烧白	扣肉
喊	称呼
喊茶钱	付账
喊价	喊价
喊声	如果
喊明(叫响)	明说
喊醒	明说
喊明叫醒	明说
喊明叫白	明说
喊魂	叫魂
喊魂蛋	蛋
喊黄	崩溃
汗衣	内衣
汗巴巴	汗津津
汗爬滴水	汗流浃背
汗帕子	毛巾
汗鲊鲊	汗津津
汗褂儿	汗褂儿
汗斑	汗斑
汗圈圈	汗斑
旱鸭子	旱鸭子
旱烟	旱烟
陷	砸
苋菜	菠菜
焊洋铁壶的	工匠
咹	啊呀
编	说服
编编匠	骗子
编方打条	想方设法
编筐筐	设计
鞭子	相好
鞭炮	鞭炮
边花儿	独眼龙
边油	板油
边边	边缘
边边上	边沿
悬悬上	边沿
褊	前襟
扁挑	扁担
扁担	扁担
平肩人	夫妻
扁豆(儿)	扁豆
蛾眉豆(儿)	扁豆
煸	玩弄
蝙蝠	蝙蝠
檐老鼠儿	蝙蝠
便宜	便宜
变狗(狗)	藏猫儿
装狗(狗)	藏猫儿
偏帽根儿	发型
偏三轮儿	三轮车
耳朵车	三轮车
偏偏(儿)	棚子
偏要	就要
偏心(眼儿)	偏心眼
偏旁	偏旁
偏方(儿)	偏方
偏房	偏房
偏东雨	暴雨
篇	档子
片片镰	镰刀
片	档子
片片(儿)	片子
骗	哄骗
骗子	骗子
棉衣	棉衣
棉花	棉花
棉(花)桃(子)	棉桃
棉鞋	棉鞋
棉絮	棉絮
棉袄	棉袄
绵绵雨	连阴雨
连阴雨	连阴雨
绵羊	绵羊
免职	免职
免青	炸酱面
免红	清汤
鞔鞋帮帮	缝补
鞔边儿	缝纫
面	档子
面前	面前
面	面粉
面	撒
面疙瘩(儿)	饺子
面筛(子)	筛子
筛筛	筛子
面捞捞	漏勺
面片儿	苗条
面面	粉末
面粉	面粉
面筋	面筋
面房	作坊
颠尿	把尿
颠屎	把尿
颠七倒八	七颠八倒
颠倒歌	说唱艺术
颠颠	尖儿
颠转	反而
颠转来	反而
颠东	糊涂
碘盐	碘盐
点儿	档子
点	播种
点大蜡	结婚
点脚斑儿	藏猫儿
点脚斑斑	藏猫儿
点水	通风报信
点水雀儿	翠鸟
点脑壳	点头
点头	点头
点头啄脑	点头
点灯	点灯
点名册	点名册
点长明灯	葬礼
点脚灯	葬礼
点香	烧香
店员	店员
电蛐蛐儿(儿)	寻呼机
电婆子	暖水袋
垫底	垫底
垫背	陪衬
垫(棉)絮	棉絮
踮起脚	踮脚
臀围	臀围
天气	天气
天(气)热	炎热
天(气)闷热	炎热
天(气)冷	阴冷
天大亮	天亮
大天(八)亮	天亮
大天白亮	夭亮
天花板(儿)	天花板
天河	天河
天牌	纸牌
天老爷	老天爷
天狗吃月(亮)	月食
月食	月食
天九	打牌
天蓝色	天蓝色
天干	干旱
天天	每天
天天晚上	每晚
每天晚上	每晚
天螈	蚜虫
天平(秤)	天平
天棒	庸人
天上	天上
添饭	盛饭
田	农田
田坎	田埂
甜	甘甜
甜瓜	甜瓜
甜花卷儿	花卷
甜水	甜水
甜烧白	扣肉
甜椒	甜椒
甜头	好处
甜酱	甜酱
填庚书	定亲
填房	填房
填装货	糖葫芦
填红本(儿)	字帖
舔(肥)沟子	讨好
连	连
连二杆	胫骨
连坐	连坐
连锅子	菜肴
连脚裤	裤子
连贴	胰子
连盖	连枷
连累	连累
连环图	连环画
连环画	连环画
连襟	连襟
连阴雨	连阴雨
连裆裤	连裆裤
莲米	莲子
莲花白	圆白菜
莲心	莲心
莲蓬	莲蓬
镰刀	镰刀
鲢巴𨈓	鲢鱼
鲢鱼	鲢鱼
脸	面子
脸车过去	转脸
脸转过去	转脸
脸登儿	脸颊
尖锄	锄头
尖锅盖	锅盖
尖嘴巴	嘴快
尖脑壳	戴绿帽
尖沟子	捣蛋鬼
尖尖(儿)鞋	鞋
肩胛骨	肩胛骨
肩宽	腰围
肩膀	肩膀
间	档子
煎鸡蛋	煎鸡蛋
煎蛋汤	三鲜汤
剪刀	剪刀
剪脑壳	理发
理发	理发
剪指甲儿	剪发
剪头的	理发师
剪脑壳的	理发师
趼巴(儿)	老茧
拣药	抓药
抓药	抓药
买药
笕	引水
笕槽	水槽
捡	拾取
捡欺头	捡便宜
捡起来	捡拾
捡娃娃	接生
捡脚子	打扫
捡狗屎	拾取
捡牛屎	拾取
捡粪	拾取
捡生	接生
捡生婆	接生婆
捡金	迁葬
捡顺	拾掇
骞巴𨈓	结巴
茧壳	蚕茧
件	档子
见礼孝	布
见不得	看不惯
见不得光	见不得人
见不得天	见不得人
见不得人	见不得人
见面	见面
建昌板	乌木
𥑼	支撑
渐次(渐次)	逐渐
贱	卑鄙
贱皮子	贱骨头
荐头儿	中介
千把(个)人	约数
千多个	约数
千担	竹竿
千变万化	千变万化
千言万语	千言万语
千真万确	千真万确
千辛万苦	千辛万苦
千军万马	千军万马
扦子门	栅栏门
扦栏子	栅栏
扦扦	毛线针
牵牛花	喇叭花
牵线线，起串串	连绵不断
牵恩恩儿	藏猫儿
迁(移)	搬
签	竹片
前几天	前几天
前(一)个月	上月
上(一)个月	上月
前头	前面
前面	前面
前后些	嫂子
前半夜	上半夜
前天	前天
前年(子)	大前年
前门(儿)	前门
钳子	钳子
钳工	扒手
潜水	潜水
钱包	钱包
浅	浅显
浅绿色	浅绿色
浅灰色	灰白色
浅蓝色	蓝色
浅黄色	浅黄色
浅红色	红色
欠	牵挂
扻	敲碎
荧粉	豆粉
清	冰冷
歉	抱歉
纤绳	纤绳
拈	夹
拈过拿错	吹毛求疵
拈菜	下箸
年底	年底
年初	年初
年年	年年
年份	年份
年龄	岁数
年中	年中
阎王(爷)	阎王
严重	严重
碾子	碾子
碾房	碾房
撵	追赶
撵路狗儿	小孩子
撵出去	赶走
念书	读书
念念儿	遗物
念经	念经
验方	验方
酽	浓
酽咚咚	黏糊糊
仙健	健康
仙人掌	仙人掌
先	祖先
先生学生些	师生员工
先不先	首先
先前	先前
先人	祖先
先人板板	祖先
嫌(弃)	嫌弃	
口口上	边上
现在	现在
(现)陈饭	剩饭
羡慕	羡慕
线爬子	轱辘
线袜子	袜子
献饭	供品
胭脂	胭脂
胭脂红	胭脂红
烟	烟草
烟子	烟
烟烟
烟丝	烟丝
烟花(儿)	烟花
烟哥	烟鬼
烟锅巴	烟头
烟屁股	烟头
烟尾巴儿	烟头
烟锅巴喉	小嗓儿
烟荷包儿	荷包
烟盒子	烟盒
烟盒盒(儿)	烟盒
烟叶子	烟叶
烟嘴嘴(儿)	烟斗
烟灰	烟灰
烟灰(儿)	烟灰
烟油	烟油
烟杆儿脑壳	烟斗
烟斗斗(儿)	烟斗
烟囱	烟囱
蔫梭(蔫)梭	无精打采
言子	俗语
芫荽	芫荽
沿倒	顺着
檐沟	排水沟
檐老鼠儿	蝙蝠
颜色	颜色
盐(巴)	盐巴
盐茶蛋	茶叶蛋
盐菜	咸菜
盐味	味道
盐蛋	咸蛋
盐碱地	盐碱地
眼	裤子
眼子	希望
眼屎	眼屎
眼皮(子)	眼皮
眼气	眼红
眼珠珠(儿)	眼珠
眼眨毛	睫毛
眼(火)	希望
眼泪(花儿)	眼泪
眼睛水(儿)	眼泪
眼水	眼光
眼看	即将
看倒看倒	即将
眼睛	眼睛
眼(睛角)角	眼角
眼睛饿	眼馋
眼睛跳	眼跳
眼睛乱转	递眼色
眼睛睁开	睁眼
睁眼睛	睁眼
眼镜(儿)	眼镜
眼眶眶	眼眶
眼圈圈(儿)	眼眶
眼红	妒忌
演员	演员
演双簧	唱双簧
掞	撒
堰塘	塘堰
砚台	砚台
燕麦	燕麦
端	端正
端菜	上菜
端端	一直
端甑子	绝境
端阳	端阳
端公	神汉
短	打断
短裤儿	短裤
短裤子	短裤
短大衣	大衣
短靴子	靴子
短颠	打尖
短膀膀儿	短袖
短阳寿	短命
短嫩颠	短命
短筒靴	雨靴
短工	临时工
段	档子
断奶	断奶
断手板儿	手掌
断掌	手掌
断纬	中断
断庄	售完
断根	断根
团	档子
团鱼	团鱼
团年	吃饭
团转	周围
団	巴结
栾	土气
挛	动
栾眉栾眼	土头土脑
栾二(哥)	农民
栾豁(皮)	农民
卵	睾丸
卵蛋	睾丸
卵子	卵子
暖壶	茶壶
暖房	贺喜
乱	任意
乱七八糟	乱七八糟
划戳	打牌
乱就乱	划拳
乱平财	划拳
请就请	划拳
砖坯(子)	硅砖
土坯(子)	硅砖
砖刀	瓦刀
砖头儿	砖块
砖块儿	砖块
转	回
转青	生长
纂纂(儿)	发髻
啭	挖苦
赚钱	赚钱
转一圈(儿)	转悠
转耍	闲逛
转盘	十字街头
转转(儿)	主意
转转(儿)会	聚会
转转儿场	集市
转转儿风	旋风
转糖饼儿	抽奖
川主菩萨	菩萨
氽	煮
氽汤	蹩脚货
穿衣裳	穿衣
穿衣服	穿衣
穿百家衣	穿衣
穿夜	通宵
穿戴	穿戴
穿牛鼻子	启蒙
穿连裤裤	穿连裆裤
穿穿儿	黄牛党
穿针	穿针
穿线	穿针
穿筋筋，挂籍籍	破衣烂衫
倒倒	跌跌撞撞
船	船
(船)桨	船桨
桡片儿	船桨
划片儿	船桨
椽子	椽子
传票	传票
铲草皮(子)	积肥
铲铲	屁
铲秧	移栽
串	串
串门(儿)	串门
清十家牌	串门
窜脸胡	络腮胡子
酸	酸
酸叽叽	酸涩
酸儿辣女	预兆
涮嘴巴	漱口
涮坛子	开玩笑
蒜子	大蒜
蒜泥	蒜泥
蒜苔(儿)	蒜苗
蒜苗(儿)	蒜苗
蒜头(儿)鼻子	鼻子
算哪把夜壶	微不足道
算卦	算卦
算倒	断定
算盘	算盘
算命	算命
算命先生	算命先生
软	心软
软尺	皮尺
软脚坡	缓坡
软埋	埋葬
软浆叶	银条菜
软浆子	银条菜
官茶	
施茶	难民所
官轿	篮舆
官山	坟山
棺材	棺材
棺材头儿	蝗虫
关帝庙	关帝庙
关煞	劫难
关火	有用
关火匠	负责人
关倒(起)	关起
关起(来)	关起
关门	关门
关灯	关灯
关秧门	庆祝
观花	通灵
观花婆(儿)	女巫
观仙	通灵
观仙婆儿	女巫
管家	管家
管家婆	管家婆
管得	不管
馆子	馆子
惯适	溺爱
灌米汤	灌米汤
灌了	化脓
灌脓	化脓
罐(罐)	档子
罐罐	罐子
罐子	罐子
宽	宽广
款	绊
款款	障碍物
欢喜	欢喜
横坯	身躯
还价	还价
还头	磕头
还愿	还愿
缓天	延缓
换工	换工
豌豆(儿)	豌豆
弯儿疙纠	弯月形
弯腰(杆)	弯腰
弯边	纸牌
弯酸	刁难
弯弯(儿)	不公
弯弓张	汉姓
完了	完了
玩具	玩具
玩格	摆门面
玩友	票友
挽做一坨	沆瀣一气
挽圈圈	绕弯子
晚	晚上
晚(季)稻	晚稻
晚霞	晚霞
晚辈	晚辈
晚稻米	大米
晚饭	晚饭
晚餐	晚餐
晚上	晚上
晚香玉	野草
碗	碗
碗底底	底部
碗㞘㞘	底部
碗屁股	底部
碗柜(儿)	碗柜
厨柜(儿)	碗柜
万字	麻将
万把块	约数
万后天	大后天
万年青	野草
万金苕	红苕
卷卷(儿)	蜷曲
捐税	捐税
蜷起脚	蜷缩
卷	卷曲
卷尺	卷尺
卷子	卷子
圈	圈
圈子	手镯
全打开	划拳
全年	全年
全分(儿)	满分
满分(儿)	满分
泉水	泉水
颧骨	颧骨
劝酒	劝酒
宣判	宣判
揎	推
选择	挑选
癣	癣
旋(头儿)风	旋风
冤	劝说
冤家	冤家
冤枉	冤枉
鸳篼(儿)	撮箕
元帅	元帅
袁大头	银元
原告	原告
原先	原先
原汤	原汤
铅笔	铅笔
圆了	厉害
圆桌(子)	圆桌
圆规	圆规
圆泛	合情合理
圆凳凳儿	凳子
圆凳子	凳子
远视眼(儿)	远视眼
院坝	院子
院子	院子
院墙	院墙
奔头	奔头儿
奔丧	奔丧
锛锄	锄头
本	档子
本地人	本地人
本钱	本钱
捹	挣扎
凭	靠
凭凭	靠背
凭凭椅	靠椅
盆(盆)	档子
闷	打盹儿
闷登儿	闷葫芦
门	门
门牙	板牙
门撇撇	门闩
门外头	外头
门外先	外头
门背后	后面
门后头	后面
门高头	门额
门(高)士	门额
门楼	门楼
门板酥	油酥
门槛(儿)	门槛
门坎汉儿	汉奸
门面	门面
门枋	门樘
门杠(子)	木棒
门洞儿	过道
闷	憋
闷雷	闷雷
闷头鸭子	木头人儿
分分头	发式
坟地	坟地
坟(包)	坟头
坟墓	坟头
坟飘(飘儿)	孝幔
粉	粉末
粉子醪糟儿	汤圆
醪糟儿粉子	汤圆
粉刺	青春痘
粉丝	线粉
粉皮	粉皮
粉壳壳花脸	彩旦
粉条	粉条
粉脸子	妓女
粉粉亮	破晓
粉红色	粉红色
喷头	莲蓬
粪	粪便
粪脚子	大粪
粪疙瘩(儿)	脓疮
粪癣	脓疮
肥(水)疙瘩(儿)	脓疮
粪坑坑	粪坑
粪凼凼	粪坑
登	穿
登儿啊噹的	啰里啰唆
登儿转	飞转
登儿圆	圆
墩	墩
灯会	灯会
灯罩(罩)	灯罩子
灯草	灯草
灯油	灯油
灯盏	灯
灯心子	灯芯
灯影儿	皮影戏
灯影儿牛肉	零食
灯笼	灯笼
灯笼鸡	剩菜
灯笼裤儿	灯笼裤
灯笼裤子	灯笼裤
灯笼海椒	柿子椒
墩笃	健壮
笃实	健壮
墩墩(儿)房子	洋房
蹬打	活动
等于圈圈(儿)	没用
等等(儿)	鞋跟
戥子	秤
等子	秤
囤子	笆斗
顿	档子
顿	放置
顿脚	跺脚
瞪眼睛	瞪眼
吞儿不圆	尴尬
吞儿宝	傻瓜
吞口儿	护身符
疼惜	心疼
誊	抄
藤绷子床	弹簧垫子
腾了	实实
邆	颠簸
䠮	等待
䠮倒闹	起哄
㘄	搓捻
能干	能干
睖	直眉瞪眼
轮子	排列
轮船	轮船
冷水	冷水
冷淡杯(儿)	麻辣烫
嫩绿色	绿色
嫩豆花(儿)	豆腐脑儿
正月	正月
正月初一	大年初一
正月间	正月
争	缺额
争一颗米	差一点儿
争点儿	争点儿
(真)资格	名副其实
真生	生日
(针织)圆领衫(儿)	圆领衫
针脚(脚)	痕迹
针尖(尖)	针尖
针眼(眼)	针眼
针鼻(子)	针眼
尊	档子
斟酒	斟酒
蒸馒头	蒸煮
蒸蛋	蛋羹
蒸蒸糕	名小吃
蒸笼	蒸笼
睁眼瞎	睁眼瞎
睁眼睛	睁眼
眼睛睁开	睁眼
睁眉鼓眼儿	眼睁睁
榛子	栗子
罾	渔网
枕头	枕头
枕(头)套(子)	枕套
枕(头)心(子)	枕芯
𠟃	腐朽
整	整数
整死不…	绝不
整死(个舅子)	无论如何
整齐	整齐
整倒了	赚
整肇了	糟
整冤枉	捉弄
正	正
正屋	堂屋
正客	上客
正好	正好
正孝子	孝子贤孙
正南齐北	正经
正儿八经	正经
正门(儿)	正门
正宗	资格
阵	档子
阵仗	战斗
挣	使劲
挣钱	挣钱
甑子	甑子
甑箅儿	甑子
镇纸	压条
证人	证人
伸	平展
伸皮	了结
伸腰(杆)	伸腰
伸抖	舒展
伸手	伸手
伸手大将军	乞丐
伸懒腰	伸懒腰
呻唤	呻吟
撑	平展
撑花儿	伞
撑船的	船夫
成	档子
成都教案	“一二•九”运动
成亲	成亲
存钱	存钱
存款	存款
沉沉	沉积物
承头	牵头
城西	西面
城西北	西北
城西南	西南
城北	北面
城外头	郊区
城外先	郊区
城头的人	城里人
城外人”而言
城(吼)头	城市
城里头	城市
城南	南面
城门洞(儿)	城门
城墙	城墙
城隍庙	城隍庙
城东	东面
城东北	东北
城东南	东南
陈古八十年	陈旧
(陈)麻婆豆腐	麻婆豆腐
陈艾	艾蒿
层	档子
橙子	橙子
逞	摁
寸耳寒	流行性腮腺炎
寸寸虫	毛毛虫
秤	秤
秤花(儿)	定盘星
(秤)砣	秤砣
秤毫毫儿	秤毫
秤钩钩(儿)	秤钩
秤盘	秤盘
秤杆(儿)	秤杆
趁早	趁早
牚	顶嘴
牚眉牚眼儿	横眉竖眼
碜口	难为情
衬衣	衬衣
衬裙	裙子
升级	升级
升轿	办喜事
申	丙申
生	粘
生气	生气
生意好	兴隆
生意秋	萧条
生意孬	萧条
生花	酱油
生娃娃	生儿育女
生菜	生菜
生成	生就
生蛋	下蛋
生疔疮	生病
长疔疮	生病
(生)姜	姜
生疮	生病
身	档子
身体	身体
身材	身材
身长	身高
孙女(儿)	孙女
孙女婿	女婿
孙儿	孙子
孙(儿)媳妇儿	儿媳妇儿
深	深
深紫色	紫色
深蓝色	深蓝色
深灰色	深灰色
深黄色	深黄色
深红色	血红色
声气	声音
辰	庚辰
神	入神
神不愣吞	瞠目结舌
神不奶胎	瞠目结舌
神戳戳	莫名其妙
神龛子	神龛
神仙菜	剩菜
乘	承担
乘火	担当
笋子	竹笋
笋子熬肉	粉蒸肉
笋子虫	松毛虫
笋瓜	丝瓜
笋壳	树皮
审	试探
审倒	试探
审案子	审案
婶婶	婶婶
肾子	肾
腰子	肾
剩八碗儿	残羹冷饭
剩八味儿	残羹冷饭
剩脚脚	边角料
剩饭	剩饭
圣卦	吉兆
人七	麻将
人牌	牙牌
人家	别人
人客	客人
人们	许多
人证	人证
人情	常情
人中	人中
人(工)流(产)	打胎
壬	干支
仁义	厚道
仁丹缉子	八字胡
任随	任凭
认字	认字
认字的	文人
认(得)倒字的	文人
认不倒	素不相识
认不得	素不相识
不认识	素不相识
认不倒字的	文盲
认了	承认
认得(倒)	认识
认黄	认账
庚	干支
庚帖	庚帖
庚书	庚帖
八字帖	庚帖
根	个
根本	根本
跟	跟
跟倒	立刻
跟斗儿扑爬	心急火燎
跟斗儿酒	烈性酒
跟斗儿虫	孑孓
跟前	前面
梗拎咣啷	南腔北调
哽	噎住
梗	完整
梗夜	整晚
梗抬	生搬硬套
梗天	整天
梗砖	砖
梗生	生日
更见	更加
坑坑包包	坑坑洼洼
肯信	怀疑
坑坑	凹痕
恩恩儿	鹦鹉
樱桃儿	樱桃
摁	挤压
摁脚	添堵
硬	确实
硬痴硬杆	僵硬
硬是	硬是
硬扎	结实
硬火	步枪
硬衬	硬
很不哪样	不怎么样
狠话	狠话
杏子	杏子
杏黄色	杏黄色
恨	恨
恨得住	制伏
恨倒	强迫
冰	裂
冰雹	冰雹
冰糕	冰棍儿
冰条条	冰挂
冰柱柱	冰挂
冰口	冻疮
冰粉儿	龟苓膏
冰滑	冰凉
冰清了	砭人肌骨
冰糖	冰糖
兵	棋子
兵(儿)	大兵
宾隆巷(儿)	街道
丙	丙
乒乓(球)	乒乓球	
饼	片
并	繁殖
病(字)旁	偏旁
病壳壳	病秧子
病坨坨	病秧子
病好了	痊愈
病松(点儿)了	见轻
病好点儿了	见轻
鬓发	头发
拼	给予
姘头	姘头
外头网起的	姘头
平仄	把握
平辈	平辈
平班	平辈
平头儿(百姓)	老百姓
平房	平房
瓶(子)	档子
瓶子	瓶子
瓶子盖盖(儿)	瓶盖
苹果	苹果
品起	并排
呡甜	甘甜
民事	民事
明包	腰袋
明砍	挑明
明天	明天
明年(子)	明年
抿子	瓦刀
抿笑	浅笑
抿酒	喝酒
命令	面谕
丁	干支
丁丁儿	牙牌
丁丁猫儿	蜻蜓
蜻蜓	蜻蜓
丁丁糖	麦芽糖
(白)麻糖	麦芽糖
钉子	钉子
钉耙(儿)	钉耙
钉锤儿	榔头
榔头儿	榔头
钉倒了	积食
隔食	积食
盯	看
顶	档子
顶嘴	顶嘴
顶板凳(儿)	游街
顶竿竿	负责
顶针(儿)	指环
顶风	顶风
定礼	彩礼
定钱	定钱
定心汤圆儿	定心丸
定心丸	定心丸
定婚	定亲
定亲	定亲
下定	定亲
订日子	定亲
钉纽子	缝制
钉扣子	缝制
掟	掷
掟子	拳头
(皮)砣子	拳头
掟飞标	射箭
锭	档子
听房	闹新房
停尸板板	灵床
停食	积食
林盘	林子
淋雨了	淋雨
欻雨了	淋雨
淋芡	勾芡
零	零碎
零食	零食
零头	零头
零钱	零钱
零分(儿)	零蛋
鹅蛋	零蛋
零蛋	零蛋
鸭蛋	零蛋
磷肥	磷肥
临(时)工	短工
临帖	临帖
灵牌子	灵牌
灵巧	灵巧
灵房子	纸船
灵堂	灵堂
灵床	灵床
领(子)	衣领
领窝子	衣领
檩子	檩子
檩条	檩子
另外	另外
吝啬鬼	吝啬鬼
凌冰儿	冰块
斤肘肘儿	木偶
木偶(偶儿)	木偶
斤肘肘儿戏	木偶戏
木偶(偶儿)戏	木偶戏
今天	今天
今年(子)	今年
金子	金子
金箍子	戒指
金戒指	戒指
箍子	戒指
金橘	金橘
金鱼	金鱼
金砖	金砖
金井	墓穴
金银花	金银花
金苍蝇儿	苍蝇
屎苍蝇儿	苍蝇
京戏	京剧
荆竹儿	竹子
筋	筋
筋骨人	精瘦
经事	耐用
经烧	耐用
经佑	伺候
精水	精液
精液	精液
头儿油	精液
精	精
精灵	机灵
惊蛰	节气
惊风	惊风
井	坑
井绳绳(儿)	井绳
井绳子	井绳
紧	煮
紧	老是
紧身儿	内衣
颈项	颈项
警察	警察
近视眼(儿)	近视眼
劲仗	劲头
净	净
进市大监	坐牢
进伏	入伏
进味	入味
进考场	考试
尽都	全都
尽头牙	智齿
噤	牙疼
镜子	镜子
青	青色
青篾	竹子
青衣旦(儿)	青衣
青蛙	青蛙
青果	青果
青疙瘩	肿块
青苔	青苔	
青菜	芥菜
青头儿包	肿块
青沟子(娃娃)	淘气鬼
青天(大)老爷	清官
青砖	青砖
青笋	竹笋
青春豆(儿)	青春痘
青春子子	青春痘
骚子子	青春痘
粉刺	青春痘
青㭎柴	木柴
青羊宫	道观
青羊(宫铜羊)	吉祥物
青重	清汤
清	稀
清十家牌	串门
清(早八)晨	清晨
清口水	唾液
清油	菜油
清官	清官
清明	节气
清明粑	糍粑
清明菜	野菜
清静	平静
清醒白醒	清醒
清汤寡水	淡而无味
清糖	麦芽糖
饴糖	麦芽糖
老涎	麦芽糖
清(亮)水	清水
轻重官	纸牌
蜻蜓	蜻蜓
亲事	婚事
亲戚	亲戚
亲母	阿姨
亲家	亲家
亲家母	亲家母
亲候	拜访
亲翁	伯爷
芹菜	芹菜
晴天	晴天
勤巴苦挣	不辞劳苦
勤巴苦做	不辞劳苦
请医生	请医
请假	请假
请客	请客
请帖	请帖
请会	互助会
请就请	划拳
就乱	划拳
乱平财	划拳
请转了	请回
请庚帖	求亲
庆坛	祭天
拧筋(灌骨)	乖戾
心	心
心子	心脏
心(里)头	心口窝儿
心肺	肺
心口(儿)	心口窝儿
心窝子	心口窝儿
胸口(儿)	心口窝儿
心㽹	恶心
心痛	舍不得
辛	辛
星期天	礼拜天
星秀儿局屎	流星
星秀儿酒	残羹冷饭
星星(儿)	星体
新媳妇儿	新媳妇儿
新盐水	盐水
新房(子)	新房
新郎(倌儿)	新郎
薪水	薪水
刑事	刑事
行架	嫁妆
行贿	行贿
行酒令	行酒令
形	劣质
醒	苏醒
醒豁	清醒
醒眼子	谐星
醒(醒)豁豁	嘻嘻哈哈
醒场合	轻松
擤	按住
痒寒冷	发冷
(幸)喜得好	幸亏
姻伯	伯父
阴尸倒阳	萎靡不振
阴地	坟地
阴卦	卜卦
阴河	阴河
阴倒	隐藏
阴悄悄	一声不响
阴丹蓝	蓝色
阴山	阴面
阴面	阴面
阴心子人	中山狼
阴(阴)天	阴天
阴凉坝(坝)	地段
阴凉坝儿	地段
阴阳(先生)	阴阳先生
鹰钩鼻子	鹰钩鼻子
迎亲	迎亲
寅	干支
银子	银子
银箍子	戒指
银耳	白木耳
银河	天河
银灰色	银灰色
银元	银元
银杏	白果
